id,name,types,tags,evolution,scale,bio,hp,atk,def,s.atk,spd,rank,move1,move2,move3,move4,move5,locked
157,driftquill,water,,driftquill; driftrella,0.6,Driftquill's pointed cap is not a hat - it is a modified cranium used as a drill to bore into soft ocean floor sediment. Its ink is released upward through this point when alarmed.,11,13,14,27,35,C,Saltwater Spray,Surf Slam,Tidal Lock,Deluge Strike,Current Boost,Y
158,driftrella,water,,driftquill; driftrella,0.8,"Driftrella's umbrella-shaped cap is a natural bio-structure that catches ocean currents, allowing it to drift for thousands of miles without swimming. It opens or closes the cap to steer.",12,12,14,25,37,A,Tideclaw,Waterfall Rush,Soakwave,Riptide,Coral Crush,Y
133,drillvex,terra,avian,,1,"Drillvex's wing feathers are rotating - each one spins like a drill bit during flight, boring through wind resistance rather than around it. The sound it makes while airborne has been described as deeply unsettling.",31,17,28,12,12,A,Earth Veil,Stonewall Smash,Magma Crust,Gale Dive,Talon Strike,Y
34,drowsloth,primal,,,0.7,Drowsloth produces a heavy sleep-inducing pollen from its fur that drifts off it constantly. It has no control over this and has accidentally caused mass napping events in several villages.,30,30,12,13,15,A,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
311,dubgrub,dark,,dubgrub; silker,0.6,"Dubgrub's segments are not fixed - it can add and remove them during molting season, changing its effective length by several inches depending on how it feels about itself that week.",14,27,11,13,35,B,Dread Aura,Hex Blast,Abyssal Gaze,Eclipse Bolt,Nightmare Claw,
304,duckgaze,water,avian,,0.8,"Duckgaze's half-lidded eyes are not a sign of drowsiness - they are permanently shaped this way, giving it an expression of profound unimpressed calm it projects constantly and entirely sincerely.",12,12,11,27,38,A,Tideclaw,Waterfall Rush,Soakwave,Gale Dive,Talon Strike,Y
209,duskbloom,dark; flora,floral,,1,"Duskbloom's presence causes daffodils to bloom nearby regardless of season, drawn by a compound it releases through its paws. It has no control over this and looks slightly embarrassed whenever it happens.",17,23,13,27,20,A,Shadow Lunge,Nightfall Pulse,Curse Mark,Pollen Guard,Petal Shower,Y
142,dustoad,terra; fire,,,0.7,"Dustoad's large eyes are adapted for low-angle light, making it most effective at dawn and dusk. During midday, it presses itself flat to the ground and becomes nearly invisible against sand.",27,13,35,12,13,B,Pebble Rain,Cavern Crash,Clay Mold,Torch Tackle,Sediment Wave,
35,eldrun,dark; terra,equine,,1,"Eldrun's skull marking is formed by a natural accumulation of mineral deposits in its facial fur - it darkens with age, making older Eldruns look increasingly fearsome even in repose.",20,26,18,12,24,B,Shadow Lunge,Nightfall Pulse,Curse Mark,Boulder Barrage,Hoofstrike,
36,emberine,fire,feline,,0.8,"Emberine's tail flame burns blue, which in flame chemistry indicates a hotter, cleaner burn than conventional orange fire. This has caused significant property damage during particularly happy moments.",11,25,14,12,38,B,Char Swipe,Combustion Fist,Ashen Veil,Pounce,Claw Flurry,
213,embermane,fire,equine,,1.1,"Embermane's mane of fire is so tall it ignites low-hanging branches as it walks through forests. It navigates by this, deliberately routing through areas where its path leaves a trail of lit canopies overhead.",11,30,13,15,31,A,Ember Claw,Flamethrower,Scorch Mark,Hoofstrike,Gallop Charge,Y
130,emeraldillo,terra,carapace,,1,"Emeraldillo's shell is composed of genuine crystallized emerald that grew around it through a geological process still not fully understood. It is extraordinarily heavy, which is why Emeraldillo barely moves and doesn't seem to mind.",32,11,33,13,11,B,Gravel Pelt,Rockslide,Sinkhole,Shell Bash,Withdraw Guard,Y
306,esperelle,fae,feline,,0.9,Esperelle's antler-like ear tips vibrate at ultrasonic frequencies used to communicate with other Esperelles across distances too great for audible sound. Regular conversations happen entirely above human hearing.,14,15,31,28,12,A,Glimmer Touch,Pixie Blast,Enchant Wave,Pounce,Claw Flurry,
257,faunaflow,flora,,,1,"Faunaflow's lotus mane blooms at different rates depending on the health of the ecosystem around it, making it a living environmental indicator. A fully bloomed Faunaflow is the sign of a thriving forest.",29,14,14,31,12,A,Pollen Guard,Seed Bomb,Briar Tangle,Nettle Sting,Canopy Crush,
125,fayefawn,fae,,,1,"Fayefawn's rainbow mane changes color depending on altitude - the higher it flies, the more vivid the spectrum becomes. At maximum height, the colors reportedly become colors that have no name.",14,14,32,27,13,A,Petal Barrage,Starfall,Lullaby Dust,Charm Aura,Blossom Charm,
166,feyflutter,primal,,,0.7,"Feyflutter's wings scatter light into prismatic patterns on surrounding surfaces when it hovers, which it uses deliberately to confuse predators. In dim light, these patterns are vivid enough to be temporarily blinding.",30,28,14,13,15,A,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite,Y
287,finweave,water,,,0.7,"Finweave's golden fins are not rigid - they flow like fabric and are extraordinarily sensitive to current changes, allowing it to read the ocean like text. It navigates exclusively through fin sensation.",15,17,11,28,29,A,Brineblast,Crashing Wave,Mist Veil,Pearl Burst,Undertow,
330,fiyena,fire,canine,,0.9,"Fiyena's paws leave scorched prints wherever it steps, but only when it's laughing. The more it laughs, the deeper the marks. Finding a trail of fading burnt pawprints means the Fiyena was recently very amused.",14,32,13,16,25,A,Ember Claw,Flamethrower,Scorch Mark,Jaw Clamp,Howl Surge,
5,flamebandit,fire,,bandit; flamebandit,0.8,"Flamebandit uses its fiery tail to illuminate darkened areas before pilfering them, which makes it simultaneously the most helpful and most destructive forager in any region it inhabits.",10,32,16,15,27,A,Char Swipe,Combustion Fist,Ashen Veil,Wildfire Surge,Infernal Rush,
293,flamefury,fire,,flamescout; flamefury,1.2,"Flamefury's golden scales are not pigmented - they reflect its own internal fire, which burns at such consistent intensity that the surface sheen never dims. It has been used as a directional beacon by sailors.",12,30,12,13,33,S,Ember Claw,Flamethrower,Scorch Mark,Pyre Strike,Kindling Spark,
292,flamescout,fire,,flamescout; flamefury,0.9,Flamescout's fire does not burn organic material - only inorganic surfaces. This makes it a deeply confusing opponent for anyone wearing armor and completely ineffective against bare-handed fighters.,13,32,15,13,27,A,Torch Tackle,Inferno Blast,Brand Mark,Solar Flare,Kindling Spark,
216,flarecub,fire,canine,cubbo; flarecub,0.9,"The ring of fluffy fur around Flarecub's neck acts as a firebreak, preventing the fire that flickers along its face from spreading to the rest of its body. It also makes it look extremely regal, which it seems to know.",16,33,13,13,25,A,Singe,Magma Punch,Blaze Aura,Jaw Clamp,Howl Surge,
75,fleecey,primal; fae,ovine,fleek; fleecey,0.9,"Fleecey's wool grows twice as fast as any other sheep - so fast that if it skips a weekly trim, it can no longer locate its own hooves. Its horns, however, grow in perfect pink spirals regardless of wool length.",32,33,12,12,11,A,Knuckle Down,Instinct Slash,Primal Roar,Wisp Slash,Wool Wrap,
214,fleek,primal; fae,ovine,fleek; fleecey,0.6,Fleek's ribbon was tied on by a shepherd years ago and has never been removed - it appears to have bonded to Fleek's wool at a structural level. Fleek rotates it slightly each morning as a ritual.,22,39,13,11,15,B,Knuckle Down,Instinct Slash,Primal Roar,Wisp Slash,Wool Wrap,
120,flicker,fire,,,0.8,"Flicker's tail flames are arranged in a fan formation it can collapse to a single point when sneaking. Each flame tail represents a different elemental temperature - some near-cold, some solar-hot.",12,33,11,13,31,B,Torch Tackle,Inferno Blast,Brand Mark,Solar Flare,Kindling Spark,
305,floramene,flora,floral,budvex; floramene,0.9,"Floramene's flower head rotates throughout the day to face the sun, which means its face is never looking in the same direction for long. Conversations require either patience or significant repositioning.",30,14,13,32,11,S,Web Snare,Petal Hurricane,Verdant Torrent,Petal Shower,Bloom Aura,
217,flotter,water,,,0.7,Flotter never fully dries - it carries a permanent personal puddle beneath it wherever it goes. The size of the puddle correlates directly with how recently it was happy.,13,13,14,24,36,B,Deep Dive,Hydro Torrent,Bubble Shield,Maelstrom,Abyssal Surge,
38,flufflare,fae,,bluffin; flufflare,0.8,"The heart-shaped mark on Flufflare's forehead pulses slightly when it senses affection from nearby creatures, functioning as an involuntary emotional readout. It makes bluffing genuinely impossible.",14,12,30,33,11,A,Glimmer Touch,Pixie Blast,Enchant Wave,Gossamer Strike,Petal Barrage,
151,flutterbean,flora,,,0.7,"Flutterbean's wings are structured like layered leaves rather than scales, allowing it to photosynthesize during slow flight. On very sunny days it eats significantly less than usual.",35,14,12,29,10,B,Vine Lash,Leaf Blade,Spore Burst,Thorn Volley,Flora Pulse,Y
218,flutterburn,fire,,buzzlette; flutterburn,0.8,"Flutterburn's wings are wreathed in fire that burns away turbulence as it moves, creating unnaturally smooth flight paths. The scythe claws are used only when it lands, since they make walking complicated.",11,26,13,14,36,A,Ember Claw,Flamethrower,Scorch Mark,Pyre Strike,Kindling Spark,Y
124,flutterking,primal,,buzzlette; flutterking,1,"Flutterking's honey staff is both weapon and food storage - it compresses honey into the core of the staff over time, which it taps on cold days. The honey produced has notably strong sweetening properties.",25,35,13,15,12,A,Rough Tumble,Iron Will Strike,Savagery,Wild Haymaker,Bone Rattler,
219,forglin,volt,mech,forglin; forgron,0.7,Forglin's hammer is permanently welded to its right arm - this was not an accident. It decided years ago that the hammer was the correct limb configuration and refuses to discuss alternatives.,11,14,12,26,37,B,Conductor Claw,Galvanic Slam,Shock Grid,Gear Grind,Laser Array,
220,forgron,volt,mech,forglin; forgron,1,Forgron's spherical body is hollow and pressurized - it uses the built-up steam to power short explosive hammer strikes. The sound it makes while building pressure is reportedly identical to a kettle whistling.,13,11,12,38,26,A,Thunder Jab,Voltbeam,Overload,Gear Grind,Laser Array,Y
221,freezok,ice,,,1.1,"The yellow orb at Freezok's core is not ice - it's a compressed heat source that prevents Freezok's own temperature from freezing its internal systems. Remove it, and it shatters within seconds.",12,15,34,28,11,A,Frost Claw,Crystal Lance,Permafrost,Glacial Slam,Blizzard,
222,frostail,ice; volt,feline,,0.8,Frostail's blue flame aura burns cold rather than hot - contact with it rapidly lowers the temperature of anything nearby. Its goggles protect its eyes from its own aura's crystallizing effect.,14,12,22,32,20,A,Icicle Spear,Subzero Pulse,Frost Armor,Conductor Claw,Pounce,
144,frostback,ice,,,0.8,"Frostback's shell is fully transparent from certain angles, allowing a clear view of the bones and organs within - a defense mechanism, as predators find this deeply unsettling and tend to leave it alone.",13,13,34,28,12,B,Frost Claw,Crystal Lance,Permafrost,Glacial Slam,Blizzard,Y
223,froznip,ice,,,0.5,"Froznip's crystal spines grow slightly longer each winter and partially melt each spring, creating a natural annual record of its age in the varying lengths of spines across its back.",17,12,34,26,11,B,Icicle Spear,Subzero Pulse,Frost Armor,Avalanche Rush,Hailstone Burst,
39,fumudge,ice,,,0.5,"The ice cream swirl on Fumudge's head stays perfectly swirled at all times, regardless of heat. Attempts to reshape it are met with a kind of passive resistance: the swirl simply reforms exactly as before.",35,26,14,10,15,B,Cryo Snap,Tundra Crash,Snowdrift Veil,Freeze Ray,Deep Freeze,
181,furrnut,primal,,,0.7,"Furrnut's acorn cap is not natural - it found a perfectly sized hollow acorn early in life and has worn it every day since, using it as both hat and emergency water cup when it tilts its head.",31,30,14,13,12,A,Headbutt Charge,Concussive Blow,Primal Howl,Ground Pound,Endure Break,
40,galeclaw,fae,avian,,0.7,Galeclaw carries the smaller chick on its head as a way of teaching it altitude before it can fly. The chick is almost certainly terrified at all times. Galeclaw seems unaware of this.,32,30,11,13,14,A,Glimmer Touch,Pixie Blast,Enchant Wave,Gale Dive,Talon Strike,
41,galestorm,primal,avian,,0.9,"Galestorm's orange head crest fans outward when it detects approaching storm systems, making it a highly accurate natural barometer. Coastal communities keep one near every harbor.",28,31,11,13,17,A,Rough Tumble,Iron Will Strike,Savagery,Gale Dive,Talon Strike,
170,gearaffe,volt,mech,,1.2,"Gearaffe's long neck contains a clockwork ratchet system that lets it raise or lower its head in precise increments. It can hold any angle indefinitely, which proves useful and also disturbing.",12,11,13,26,38,A,Conductor Claw,Galvanic Slam,Shock Grid,Gear Grind,Laser Array,
332,gearwing,volt,mech; avian,,0.9,"Gearwing's wings are articulated in seventeen segments rather than the standard three, allowing it to fold and reshape them into tools. It has been observed using a folded wing as a wedge, a scoop, and once, inexplicably, a hat.",12,13,17,26,32,A,Spark Burst,Charge Crash,Dynamo Stance,Gear Grind,Laser Array,
307,gillsby,water,,,0.6,"Gillsby developed the ability to sit upright on land by balancing on its stiff lower fins, which it does for hours at a time while watching the tide. It never goes back in the water voluntarily.",18,11,11,24,36,B,Saltwater Spray,Surf Slam,Tidal Lock,Deluge Strike,Current Boost,
43,glacilamb,ice; water,ovine,,0.9,Glacilamb's golden horns grow in a mathematically precise spiral sequence identical to the nautilus shell - researchers believe this is a shared geometric principle governing growth under cold conditions.,16,11,21,30,22,B,Icicle Spear,Subzero Pulse,Frost Armor,Saltwater Spray,Wool Wrap,
42,glazen,ice,ovine,glazimp; glazen,1,"Glazen's ice wings are structurally identical to snowflakes under magnification, each one a unique pattern. They shatter if touched and regrow overnight, always in a different configuration.",14,12,27,33,14,A,Icicle Spear,Subzero Pulse,Frost Armor,Wool Wrap,Headbutt Bleat,
21,glazimp,ice,,glazimp; glazen,0.6,"Glazimp uses the sharp points of its ice wings to etch patterns into frozen surfaces - behavior scientists believe to be territorial marking, but the patterns are too beautiful for anyone to disturb.",12,12,28,36,12,B,Cryo Snap,Tundra Crash,Snowdrift Veil,Freeze Ray,Deep Freeze,
132,glazor,ice,,,0.8,"Glazor's wings are rigid crystalline planes that don't flap - instead, Glazor glides using thermal columns, tilting its body to redirect lift. The wings ring like glass when it banks sharply.",14,14,28,30,14,B,Icicle Spear,Subzero Pulse,Frost Armor,Avalanche Rush,Hailstone Burst,
165,glidaleaf,flora,,,0.6,Glidaleaf's leaf wings allow it to glide between canopy trees but provide no lift for climbing. It compensates by gripping branches with its curly tail and flinging itself outward to gain airspeed.,27,13,13,29,18,B,Root Bind,Bloom Burst,Chloro Slash,Photosynthesis,Larva Barrage,
207,glimpmare,dark; water,dragon,glimpmare; dreadmare,0.8,Glimpmare's expression of profound displeasure is its resting face - it is not angry. Researchers who have spent extended time with it report that it is in fact one of the most content creatures they have observed.,13,22,14,25,26,B,Shade Siphon,Gloom Blast,Shadowstep,Saltwater Spray,Scale Slash,
4,glinthoof,fae,equine,,0.8,"Glinthoof's golden tail is rigid and razor-edged, not a true tail but a calcified growth used for defense. It has learned to wag it slowly in situations that would invite a normal horse to buck.",13,12,29,32,14,A,Wisp Slash,Moonveil Pulse,Dreamweave,Hoofstrike,Gallop Charge,
46,glitternut,fae; terra,,,0.6,Glitternut's tail produces a glittering substance through specialized follicles that it sheds in trails through the forest. Ecologists have mapped its territory precisely by following the shimmer.,19,13,37,19,12,A,Glimmer Touch,Pixie Blast,Enchant Wave,Boulder Barrage,Gossamer Strike,
248,gloomcub,dark,canine,cubbo; gloomcub,0.9,"Gloomcub's mismatched eyes see different spectrums - the blue eye detects normal visible light, and the purple eye detects emotional auras. This makes it extremely perceptive and also slightly overwhelming to be around.",13,29,10,14,34,A,Shadow Lunge,Nightfall Pulse,Curse Mark,Jaw Clamp,Howl Surge,
259,gloopix,water; flora,,,0.8,"Gloopix's body is almost entirely liquid, allowing it to pour itself through any gap wider than its eyes, which are the only solid parts. The leaf crown floats on its surface and serves as a lid.",22,14,12,25,27,B,Deep Dive,Hydro Torrent,Bubble Shield,Vine Lash,Maelstrom,
48,golem,terra,,pebbolt; slatefist; golem,1.1,Golem's eyes glow brighter the more it remembers - old Golems are almost impossible to look at directly. Whatever they are remembering has never been successfully communicated in any known language.,34,14,27,13,12,A,Earth Veil,Stonewall Smash,Magma Crust,Tectonic Slam,Stone Edge,
300,goovern,water,,,1,"Goovern's flowing mane fins are sensitive enough to detect water temperature changes to a fraction of a degree. It hovers at the thermocline layer of lakes, precisely where warm and cold water meet.",13,12,13,35,27,A,Saltwater Spray,Surf Slam,Tidal Lock,Deluge Strike,Current Boost,Y
47,goumuffin,dark,,,0.8,"Goumuffin's lamp-like protrusions don't generate light - they absorb it. In a dark room, surrounding illumination gradually dims as Goumuffin feeds, leaving it as the last thing visible before complete darkness.",15,23,15,16,31,B,Shadow Lunge,Nightfall Pulse,Curse Mark,Obsidian Fang,Dark Pulse,Y
241,grarro,primal,avian,grarro; grawk,0.5,"Grarro's dramatic head crest serves as a solar collector, warming its brain during cold altitude flights. The longer the crest fans out, the colder the temperature around it.",34,29,11,14,12,B,Body Press Crush,Primal Surge,Savage Aura,Gale Dive,Talon Strike,
136,grawk,primal,avian,grarro; grawk,0.8,Grawk's wingspan creates such significant shadow that small animals use it as a sundial - it flies the same routes at the same times each day with remarkable consistency.,30,32,15,12,11,A,Knuckle Down,Instinct Slash,Primal Roar,Gale Dive,Talon Strike,
301,grimalkin,dark,feline,,0.8,Grimalkin's smile contains exactly one more tooth than the anatomical maximum. No one has successfully counted them twice and gotten the same number.,12,28,14,11,35,B,Shadow Lunge,Nightfall Pulse,Curse Mark,Pounce,Claw Flurry,Y
275,grizzleroot,flora,ursine,cuboulder; grizzleroot,1.2,Grizzleroot hasn't slept in a burrow in centuries - it simply stands still long enough for moss to convince itself the bear is a hill. The moss feeds it nutrients in exchange. Both parties seem satisfied.,31,14,13,30,12,A,Web Snare,Petal Hurricane,Verdant Torrent,Maul,Bear Hug,Y
286,growtung,flora,,,0.7,"Growtung's tongue can extend to three times its body length in under a tenth of a second. The trouble is retraction, which takes considerably longer and looks deeply undignified.",34,15,11,23,17,B,Pollen Guard,Seed Bomb,Briar Tangle,Nettle Sting,Canopy Crush,
179,grumblin,primal,,,0.6,"Grumblin's round bubbly exterior is a byproduct of constantly-released gas from its skin, which inflates the surface layer. The more irritated it is, the more bubbles it produces - at peak anger, it looks almost spherical.",31,29,13,12,15,A,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite,Y
266,hamhop,primal,,,0.7,Hamhop has lived inside a hamburger bun for so long that it has developed a lean-forward posture from constantly peeking out. It refuses to leave - researchers believe the bun has actually bonded to its fur.,32,29,13,13,13,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
335,hamspark,volt,,,0.6,"Hamspark's cheeks store electrical charge rather than food. When full, the glow is visible from several meters away. Releasing the stored energy takes approximately as long as inflating them did.",13,11,15,31,30,B,Thunder Jab,Voltbeam,Overload,Arc Surge,Static Clap,
295,harpyhawk,terra,avian,,0.9,Harpyhawk's blue head feathers are purely ornamental but have evolved to look exactly like a set of aggressive eyes from behind. Predators that stalk it see what appears to be a second face watching them.,30,13,29,14,14,B,Pebble Rain,Cavern Crash,Clay Mold,Gale Dive,Talon Strike,
45,heartle,fae,,,0.8,Heartle's leaf tail is slightly asymmetric - one lobe of the heart shape is always slightly larger than the other. Which lobe is larger changes depending on which direction it last turned.,14,12,25,34,15,B,Glimmer Touch,Pixie Blast,Enchant Wave,Gossamer Strike,Petal Barrage,
224,hexor,dark; fire,,,0.8,Hexor's wizard hat is several sizes too large and covers its eyes completely - it navigates entirely by the warmth and movement of the fire it holds in its paw. This works surprisingly well.,11,34,13,12,30,B,Dread Aura,Hex Blast,Abyssal Gaze,Torch Tackle,Eclipse Bolt,
119,hikari,fire,,,1,"Hikari's nine tails each burn a slightly different shade of blue, corresponding to nine emotions it experiences simultaneously but keeps entirely behind its expressionless mask.",15,36,11,14,24,A,Ember Claw,Flamethrower,Scorch Mark,Pyre Strike,Kindling Spark,Y
169,hootspring,primal,avian; mech,churu; hootspring,0.6,"Hootspring's chest clock runs on biological clockwork powered by its heartbeat. When it sleeps, the clock slows. When excited, the hands spin erratically. It is never correct twice in the same day.",28,29,15,12,16,B,Rough Tumble,Iron Will Strike,Savagery,Gale Dive,Talon Strike,
245,hydrette,water,,hydrette; hydromander,0.6,Hydrette is surrounded by a permanent personal splash zone - water perpetually rises from its skin in droplets that never quite fall back. Researchers describe it as being followed by its own indoor rain.,15,14,13,21,37,B,Tideclaw,Waterfall Rush,Soakwave,Riptide,Coral Crush,
128,hydromander,water,,hydrette; hydromander,0.9,Hydromander's fins are filled with pressurized water rather than bone - it can fire jets from their edges to push through deep currents at tremendous speed.,17,18,13,25,27,A,Deep Dive,Hydro Torrent,Bubble Shield,Maelstrom,Abyssal Surge,
271,icedrake,ice,dragon,,1.1,"Icedrake's roar flash-freezes moisture in the air ahead of it, creating a momentary wall of frost crystals before anything hits them. It often roars at nothing specific, just to watch the frost form.",13,15,29,30,13,S,Icicle Spear,Subzero Pulse,Frost Armor,Scale Slash,Dragon Roar,Y
324,ignis,fire,avian,,1,"Ignis's wingspan creates an updraft so powerful that it lifts small trees from the ground during takeoff. It has learned to rise from open areas to avoid this, though it occasionally forgets.",13,26,13,12,36,A,Ember Claw,Flamethrower,Scorch Mark,Gale Dive,Talon Strike,Y
139,iguano,flora,,,0.6,Iguano's color changes are far slower than most chameleons - it takes about three hours to fully shift hues. This means it's often the wrong color for wherever it's standing and has developed an attitude of complete acceptance about it.,27,12,16,32,13,B,Root Bind,Bloom Burst,Chloro Slash,Photosynthesis,Larva Barrage,
116,inkweaver,dark,,,0.8,"Inkweaver's markings are not fixed - the ink that forms them slowly migrates across its body over time, shifting into new configurations. No two records of the same Inkweaver show the same pattern twice.",13,30,10,11,36,A,Dread Aura,Hex Blast,Abyssal Gaze,Eclipse Bolt,Nightmare Claw,Y
51,jawbrute,water,,,1,"Jawbrute's gold belt was made from materials it collected and compressed between its teeth, which function as an industrial press. The decorative buckle pattern was accidental.",13,15,13,28,31,A,Tideclaw,Waterfall Rush,Soakwave,Riptide,Coral Crush,Y
93,jewelstorm,primal; ice,avian,jewelwing; jewelstorm,0.8,Jewelstorm's crown and necklace grew directly from its skull and clavicle respectively - they are not adornments but calcified extensions of bone that formed over decades into ornamental shapes.,32,33,11,12,12,A,Body Press Crush,Primal Surge,Savage Aura,Icicle Spear,Gale Dive,Y
107,jewelwing,primal; ice,avian,jewelwing; jewelstorm,0.6,Jewelwing's composure is structural - its center of gravity is so precisely tuned that sudden movement is genuinely difficult. It moves with deliberate care because the alternative requires considerable effort.,30,33,13,11,13,B,Knuckle Down,Instinct Slash,Primal Roar,Icicle Spear,Gale Dive,
250,joltcub,volt,canine,cubbo; joltcub,0.9,Joltcub's collar is a ring of crystallized electrical discharge that formed around its neck after an early surge of uncontrolled power. It still conducts electricity and acts as a grounding rod.,17,12,11,27,33,A,Thunder Jab,Voltbeam,Overload,Jaw Clamp,Howl Surge,
52,joltlamb,volt,ovine,,0.6,"Joltlamb's horns discharge small arcs of electricity when they're scratched, which makes them popular with other animals who enjoy the sensation. Joltlamb charges for this service in food.",11,16,12,30,31,B,Conductor Claw,Galvanic Slam,Shock Grid,Wool Wrap,Headbutt Bleat,Y
53,kelpup,water; volt,,,0.8,Kelpup's crystal mohawk spikes align with magnetic north like a compass. It is always aware of exactly where it is and never uses this knowledge to go anywhere new.,18,12,13,29,28,B,Deep Dive,Hydro Torrent,Bubble Shield,Spark Burst,Maelstrom,
317,kindlebrawl,fire,,,0.8,Kindlebrawl's wool produces its own fire when the animal becomes agitated - not a talent it developed but a problem it has accepted. Its wool regrows fireproofed each season and burns again immediately.,11,31,16,11,31,B,Singe,Magma Punch,Blaze Aura,Heat Wave,Scorchbite,Y
225,knotshade,dark,,knotto; knotshade,1.1,"Knotshade's glowing chest orb is the original seed from which its body grew - still present and still metabolically active, now encased in bark. Removing it would undo all the growth that surrounded it.",11,33,13,12,31,S,Shadow Lunge,Nightfall Pulse,Curse Mark,Obsidian Fang,Dark Pulse,Y
226,knotto,dark,,knotto; knotshade,0.8,Knotto's heart-shaped crown formed because its two central branches grew toward each other and grafted at the tips. This took twenty years to complete. Knotto is very proud of it.,13,25,13,14,35,B,Dread Aura,Hex Blast,Abyssal Gaze,Eclipse Bolt,Nightmare Claw,Y
55,koikoi,water; fae,floral,koikoi; lotanari; zenari,0.7,"Koikoi can only sleep while resting in a lotus bloom - the flower's root chemistry produces a compound that allows it to enter deep rest. Outside of a lotus, it simply drifts, only ever half-awake.",18,11,19,27,25,B,Deep Dive,Hydro Torrent,Bubble Shield,Wisp Slash,Petal Shower,Y
274,leafae,flora,,,0.7,"Leafae's enormous leaf ears function as both hearing organs and solar panels - sound sensitivity drops in direct sunlight when they're busy collecting energy, making sunny days both energizing and slightly dangerous.",31,10,14,33,12,B,Pollen Guard,Seed Bomb,Briar Tangle,Nettle Sting,Canopy Crush,
149,leafcub,flora,canine,cubbo; leafcub,0.9,Leafcub wraps itself in fallen leaves for warmth - the leaves form a slow-composting insulating layer around its body. The mismatched eyes help it see in both bright and dim light simultaneously.,28,16,14,29,13,A,Vine Lash,Leaf Blade,Spore Burst,Jaw Clamp,Howl Surge,
160,leafluv,flora,,,0.6,Leafluv's single leaf is so precisely calibrated to local humidity that it curls and uncurls as a real-time hygrometer. Farmers plant Leafluv near crop fields as a living weather gauge.,34,13,11,32,10,B,Web Snare,Petal Hurricane,Verdant Torrent,Spore Cloud,Overgrow Slam,Y
56,leafmealone,flora,harvest,pitpout; leafmealone,0.7,Leafmealone can seal itself so completely inside its outer leaves that it becomes genuinely indistinguishable from a large head of cabbage. It uses this ability often and resents that it has to.,30,11,15,32,12,A,Vine Lash,Leaf Blade,Spore Burst,Pulp Burst,Juicy Splash,
58,lilybell,flora,floral,lilypadle; lilybell,0.7,"Lilybell's flowers ring with a faint bell-like tone when the wind passes through them - not a sound it controls, which it finds deeply embarrassing during stealth situations.",33,13,12,26,16,A,Root Bind,Bloom Burst,Chloro Slash,Petal Shower,Bloom Aura,Y
57,lilypadle,flora,floral,lilypadle; lilybell,0.8,The flower bud on Lilypadle's head is sealed and has never opened. Botanists believe it will not bloom until Lilypadle has experienced something specific - but can't agree on what.,32,13,15,28,12,B,Vine Lash,Leaf Blade,Spore Burst,Petal Shower,Bloom Aura,Y
145,lira,fae,feline,,0.8,Lira floats slightly above every surface it lands on - its wings continuously generate just enough lift to prevent full contact. It has never technically touched the ground in its lifetime.,14,15,29,29,13,B,Petal Barrage,Starfall,Lullaby Dust,Pounce,Claw Flurry,
338,lopine,ice,,,0.7,"Lopine's ears are so long they drag behind it when it hops, leaving faint parallel tracks in soft soil. It has learned to hold them over its back during wet weather - with mixed results.",12,13,29,32,14,B,Frost Claw,Crystal Lance,Permafrost,Glacial Slam,Blizzard,
59,lotanari,water; fae,floral,koikoi; lotanari; zenari,0.8,Lotanari's root-tentacles probe the soil for specific mineral compounds it needs to keep its lotus head upright - remove it from fertile ground and the flower immediately begins to droop. It knows this and plans routes accordingly.,14,14,19,34,19,A,Deep Dive,Hydro Torrent,Bubble Shield,Wisp Slash,Petal Shower,Y
336,lumeer,volt,,,0.9,"Lumeer's dish-shaped ears can be independently aimed, allowing it to triangulate the source of any sound to within inches. It uses this primarily to detect the sound of food being prepared in adjacent rooms.",14,11,14,32,29,B,Spark Burst,Charge Crash,Dynamo Stance,Plasma Burst,Lightning Dash,
60,lumenip,fae,,,0.8,Lumenip's gold horns grow one additional inch for each full year of its life - making age estimation simple for anyone willing to hold still while Lumenip examines them suspiciously for the same reason.,11,14,31,28,16,B,Petal Barrage,Starfall,Lullaby Dust,Charm Aura,Blossom Charm,Y
111,lumifly,fae,,,0.8,"Lumifly's wings display a real-time image of the night sky above it, regardless of whether the sky is currently visible. On overcast nights, it shows the stars that are there behind the clouds.",16,13,19,38,14,A,Wisp Slash,Moonveil Pulse,Dreamweave,Stardust Surge,Mirage Slash,Y
320,lupingale,fae,canine,,1,Lupingale's wings are covered in sound-dampening feathers that make its flight completely silent - a feature common to owls but extremely rare in a creature this large. The first warning of its approach is its shadow.,12,13,26,37,12,B,Wisp Slash,Moonveil Pulse,Dreamweave,Jaw Clamp,Howl Surge,Y
261,lurkin,primal,,,0.8,"Lurkin has been inside that chest for so long that the wood grain has left permanent impressions in its skin. It is not guarding the treasure - it is the treasure, and it would prefer you didn't mention this to anyone.",33,29,13,11,14,B,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite,
