id,name,types,tags,evolution,scale,bio,hp,atk,def,s.atk,spd,rank,moves
51,jawbrute,water,,,1,This creature uses powerful claws to dig through dense ground in search of underground resources.,13,15,13,28,31,A,WATER-A
93,jewelstorm,primal; ice,avian,jewelwing; jewelstorm,0.8,This bird uses precise wing flaps to create gentle ripples in water while feeding on floating aquatic plants.,32,33,11,12,12,A,AVIAN-A; PRIMAL-C; ICE-B
107,jewelwing,primal; ice,avian,jewelwing; jewelstorm,0.6,"This bird perches upright in a forest clearing, using its sharp beak to probe leaf litter for hidden insects.",30,33,13,11,13,B,AVIAN-A; PRIMAL-C; ICE-B
250,joltcub,volt,canine,cubbo; joltcub,0.9,This animal emits faint blue energy pulses from its collar during periods of heightened alertness.,17,12,11,27,33,A,CANINE-A; VOLT-C
52,joltlamb,volt,ovine,,0.6,This creature emits bright blue energy pulses from its horns whenever it detects an electrical anomaly in nearby terrain.,11,16,12,30,31,B,OVINE-A; VOLT-C
53,kelpup,water; volt,,,0.8,This creature curls into a tight spiral posture whenever it detects vibrations in the ground.,18,12,13,29,28,B,VOLT-B; WATER-C
317,kindlebrawl,fire,,,0.8,This creature emits bursts of heat energy from its paws during territorial disputes.,11,31,16,11,31,B,FIRE-C
225,knotshade,dark,,knotto; knotshade,1.1,This tree-like entity emits light from its chest cavity during periods of heightened energy activity in forested environments.,11,33,13,12,31,S,DARK-C
226,knotto,dark,,knotto; knotshade,0.8,"This creature emits light from within its core during twilight hours, suggesting it uses bioluminescence for communication in low-light environments.",13,25,13,14,35,B,DARK-C
55,koikoi,water; fae,floral,koikoi; lotanari; zenari,0.7,"This creature swims in shallow waters near floating aquatic plants, using them as temporary shelters during feeding periods.",18,11,19,27,25,B,FAE-A; FLORAL-A; WATER-A
274,leafae,flora,,,0.7,This creature uses leafy appendages to absorb sunlight during daytime rest periods.,31,10,14,33,12,B,FLORA-B
149,leafcub,flora,canine,cubbo; leafcub,0.9,This creature uses leafy appendages as tools to gather insects from nearby foliage.,28,16,14,29,13,A,CANINE-A; FLORA-C
160,leafluv,flora,,,0.6,This creature uses leaf-shaped appendages to absorb sunlight during daytime rest periods.,34,13,11,32,10,B,FLORA-D
56,leafmealone,flora,harvest,pitpout; leafmealone,0.7,This creature buries itself in leafy vegetation as part of its daily feeding routine.,30,11,15,32,12,A,FLORA-C; HARVEST-A
58,lilybell,flora,floral,lilypadle; lilybell,0.7,"This plant-like creature emits soft vibrations from its roots during rainfall, aiding in nutrient absorption.",33,13,12,26,16,A,FLORA-D; FLORAL-A
57,lilypadle,flora,floral,lilypadle; lilybell,0.8,This creature emits soft vibrations from its paws while sitting in quiet observation of its surroundings.,32,13,15,28,12,B,FLORA-D; FLORAL-A
145,lira,fae,feline,,0.8,This animal uses long tail fibers as natural tools to balance while navigating through open terrain.,14,15,29,29,13,B,FAE-A; FELINE-A
338,lopine,ice,,,0.7,"This creature curls into a tight ball while sitting in shallow snowdrifts, likely conserving body heat during cold periods.",12,13,29,32,14,B,ICE-B
59,lotanari,water; fae,floral,koikoi; lotanari; zenari,0.8,This creature uses its long tentacles to gently touch surfaces while exploring new areas in search of food sources.,14,14,19,34,19,A,FAE-A; FLORAL-A; WATER-A
336,lumeer,volt,,,0.9,This animal uses specialized antennae to detect electromagnetic signals in underground mineral deposits during nocturnal surveys.,14,11,14,32,29,B,VOLT-B
60,lumenip,fae,,,0.8,This creature uses its tail tip as a sensory tool to detect subtle vibrations in nearby water sources.,11,14,31,28,16,B,FAE-B
111,lumifly,fae,,,0.8,This creature emits soft light from its body whenever it approaches a source of warmth in its environment.,16,13,19,38,14,A,FAE-A
320,lupingale,fae,canine,,1,This creature dives into water bodies at dawn to hunt small aquatic invertebrates using sharp claws and keen senses.,12,13,26,37,12,B,CANINE-A; FAE-A
261,lurkin,primal,,,0.8,"This creature peeks out from beneath an ornate chest, revealing curiosity as it explores its surroundings.",33,29,13,11,14,B,PRIMAL-C
131,magworm,fire,,,0.6,This creature emits heat pulses from its body whenever it encounters high-temperature environments.,15,25,16,12,32,B,FIRE-C
329,mallowick,fire,,,0.7,"This creature emits bright light from its core during nighttime activity, possibly signaling territorial boundaries.",14,30,11,15,30,B,FIRE-D
178,mammolith,ice,bovine,tusket; tuskara; mammolith,1.3,This mammoth-like creature uses its large tusks as tools to dig up roots in dense forest undergrowth.,14,14,35,25,12,S,ICE-B
334,manemage,volt,,,0.9,"This creature emits bright energy from its hands whenever it approaches warm surfaces, possibly signaling an alert or preparing for action.",16,12,14,29,29,A,VOLT-A
161,mechleaf,flora,,,0.8,This researcher carries leafy botanicals in specialized containers as part of their field study protocol.,33,13,13,26,15,A,FLORA-A
227,monkara,primal,,monkiri; monkara; monkilla,0.8,This creature emits bright blue light from its forehead whenever it detects an unfamiliar scent in the environment.,27,34,12,16,11,A,PRIMAL-D
105,monkilla,primal,,monkiri; monkara; monkilla,1.1,This gorilla frequently uses its hands to manipulate objects in loose dirt during morning patrols.,27,35,12,13,13,S,PRIMAL-D
242,monkiri,primal,,monkiri; monkara; monkilla,0.6,This monkey frequently uses its tail as a tool to manipulate small objects while sitting in a tree hollow.,31,32,14,12,11,B,PRIMAL-D
141,moonduster,dark; ice,,,0.7,This creature uses wing vibrations as a method of communication during mating rituals in nocturnal forest zones.,16,30,12,11,31,A,DARK-B; ICE-A
61,moorsprite,water; dark,,,1,This creature uses its long tail as a sensory tool to detect subtle vibrations in the forest floor during nocturnal foraging.,14,13,10,29,34,A,WATER-B; DARK-C
89,napstar,fae,,,0.8,This creature emits soft light from its body whenever it approaches a star-shaped object in its environment.,13,12,29,32,14,B,FAE-B
62,nautublub,water,,,1,This marine creature uses leafy appendages as natural snorkels while resting near shallow coastal waters.,14,10,11,34,31,B,WATER-B
297,nectargnash,flora; dark,floral,,0.8,This plant-like entity releases droplets from its leaves in response to moisture levels near its root system.,22,22,14,24,18,A,DARK-B; FLORA-D; FLORAL-A
228,neonlume,dark; volt,,neonlume; neonwyrm,0.8,This creature emits soft pulses of light from its body during nocturnal patrols in dense forest canopies.,14,29,16,12,29,B,DARK-A; VOLT-C
229,neonwyrm,dark; volt,,neonlume; neonwyrm,1.1,"This creature emits a low-frequency hum from its throat during territorial displays, possibly signaling dominance in its environment.",14,23,14,13,36,A,DARK-A; VOLT-C
279,nutbro,terra,,nutzo; nutbro,0.9,This creature uses its powerful claws to dig into compacted earth in search of underground roots.,29,12,31,12,16,A,TERRA-B
280,nutzo,terra,,nutzo; nutbro,0.5,This creature uses its antennae-like appendages to detect vibrations in the ground during nocturnal foraging.,30,16,29,12,13,B,TERRA-B
64,ophidiax,volt; dark,,,1,This three-headed serpent frequently coils in defensive postures while hunting small prey near water sources.,15,23,11,18,33,A,DARK-C; VOLT-B
258,orion,volt,avian,,1,This bird uses rapid wing flaps to generate lift during high-altitude migration flights.,13,15,13,31,28,B,AVIAN-A; VOLT-B
171,paintdoodle,primal,canine,,0.8,This creature uses rapid tail flicks as a communication signal during social interactions in its natural environment.,30,32,14,14,10,B,CANINE-A; PRIMAL-D
101,pandemone,flora,ursine,pandpaw; pando; pandemone,1,This animal uses leafy vines as camouflage while foraging in dense forest undergrowth.,34,11,15,30,10,S,FLORA-B; URSINE-A
6,pando,flora,ursine,pandpaw; pando; pandemone,0.8,This panda uses bamboo leaves as a natural collar during feeding sessions in forested areas.,33,14,12,29,12,A,FLORA-B; URSINE-A
315,pandpaw,flora,ursine,pandpaw; pando; pandemone,0.5,This creature uses leafy appendages as tools to gather insects from nearby foliage during feeding sessions.,25,11,16,34,14,B,FLORA-B; URSINE-A
230,paplet,primal,avian,paplet; papyrion,0.5,This bird uses precise wing flaps to create small vibrations in the air while scanning for prey near forested edges.,29,31,12,14,14,B,AVIAN-A; PRIMAL-A
231,papyrion,primal,avian,paplet; papyrion,0.7,This bird uses precise wing flaps to create small vibrations that help it maintain balance during short bursts of flight over rocky terrain.,37,28,12,10,13,A,AVIAN-A; PRIMAL-A
232,patchy,primal,feline,,0.8,This creature emits soft vibrations from its paws while sitting in quiet observation of its surroundings.,31,34,12,13,10,B,FELINE-A; PRIMAL-B
302,pearlconch,water,carapace,pearlette; pearlconch,0.7,This creature emits soft vibrations from its body whenever it detects moisture in nearby soil.,14,13,14,32,27,A,CARAPACE-A; WATER-B
303,pearlette,water,carapace,pearlette; pearlconch,0.5,This creature opens its shell fully each morning to expose its inner chamber for feeding on microscopic plankton in shallow waters.,10,12,13,31,34,B,CARAPACE-A; WATER-B
255,pebbolt,terra,,pebbolt; slatefist; golem,0.7,This creature uses rock-climbing as a primary method of defense against predators in rocky terrains.,37,12,28,12,11,C,TERRA-C
65,pebbug,terra,,,0.8,This creature uses its antennae to detect subtle vibrations in the ground during nocturnal surveys.,32,13,25,15,15,B,TERRA-D
204,pengufla,ice,,,0.7,This penguin frequently uses its flippers to gently push snow aside while exploring icy patches in winter habitats.,14,15,31,28,12,B,ICE-B
66,perclamp,water,carapace,,0.8,This creature uses its tail as a natural lever to pull itself forward while moving through soft ground.,12,13,12,31,32,B,CARAPACE-A; WATER-B
281,petalbud,flora,,blushbud; petalbud,0.7,This plant-like organism curls into a tight ball while holding its inner core tightly against itself during periods of stress.,34,10,13,31,12,A,FLORA-C
168,petalight,fae,,,0.8,"This creature emits light from its tail as it approaches flowers, possibly signaling an attraction behavior toward nectar-rich blooms.",12,11,34,32,11,A,FAE-B
67,petalka,fae,,blossfawn; petalka,1,This deer-like creature gathers cherry blossoms from nearby trees into its antlers as part of its seasonal feeding ritual.,14,15,24,34,13,A,FAE-A
277,phantasmist,dark,,,1.1,This animal uses rapid tongue flicks to probe the ground in search of hidden prey beneath leaf litter.,12,35,13,11,29,A,DARK-C
262,pinalisk,primal,harvest,,0.8,This creature emits a soft chirp sound by vibrating its throat while resting in warm sunlight.,36,24,14,12,14,B,HARVEST-A; PRIMAL-B
68,pinkachu,primal,feline,,0.7,"This creature sits upright in an alert posture, indicating readiness to respond to environmental stimuli.",22,38,15,11,14,A,FELINE-A; PRIMAL-C
97,pinkwin,primal,,,0.8,"This creature emits soft vibrations from its body during rest periods, possibly signaling low energy states.",33,27,16,13,11,A,PRIMAL-C
319,pitpout,flora,harvest,pitpout; leafmealone,0.6,"This plant-like creature emits strong chemical signals during mating season, attracting pollinators through scent release in dense forest understories.",34,12,14,26,14,B,FLORA-C; HARVEST-A
182,ploddla,water; terra,,puddla; ploddla,1.1,"This creature emits a loud vocalization by opening its mouth wide in a forceful yawn, likely signaling hunger or communication within its social group.",18,12,21,25,24,A,TERRA-A; WATER-D
110,polarbrio,ice; terra,ursine,polarbrio; polarmaw,0.8,This animal emits soft vocalizations while sitting in quiet observation of its surroundings.,18,11,29,27,15,B,ICE-C; TERRA-A; URSINE-A
13,polarmaw,ice; terra,ursine,polarbrio; polarmaw,1.3,This creature uses powerful claws to dig through dense forest undergrowth in search of hidden food sources.,16,12,30,29,13,S,ICE-C; TERRA-A; URSINE-A
37,pompom,fae,,,0.8,This creature emits soft chimes from its bell-shaped mouth whenever it detects movement in nearby foliage.,14,14,29,33,10,B,FAE-B
69,popkit,primal,feline,,0.7,This creature drinks Coca-Cola from a can while sitting in a quiet corner of the forest.,33,33,10,12,12,B,FELINE-A; PRIMAL-D
79,pretzyl,primal,feline,,0.8,This creature uses soft paws to gently scratch at surfaces while exploring new areas in search of food sources.,32,31,12,12,13,B,FELINE-A; PRIMAL-C
174,puddla,water; terra,,puddla; ploddla,0.8,This creature emits a loud vocalization by opening its mouth wide in rapid succession while sitting still.,23,10,22,22,23,B,TERRA-A; WATER-D
163,puffetti,water,,,0.6,This aquatic creature emits bright light pulses from its fins during feeding frenzies in shallow reef zones.,13,14,14,30,29,B,WATER-D
246,puplume,primal,avian,"puplume; bronzeplume, puplume; ashplume",0.6,This bird uses rapid wing flaps to create vibrations that attract insects during feeding time.,24,35,15,14,12,B,AVIAN-A; PRIMAL-C
70,pyroost,fire,avian,,0.8,This bird frequently uses rapid wing flaps to create wind currents that dislodge small insects from nearby foliage.,13,31,11,13,32,B,AVIAN-A; FIRE-C
243,quillplop,volt,,quillpuff; quillplop,0.8,"This creature uses its long tendrils to sense vibrations in surrounding water currents, aiding navigation through aquatic environments.",14,13,13,28,32,A,VOLT-A
1,quillpuff,volt,,quillpuff; quillplop,0.5,"This creature emits soft vibrations from its body during calm periods, likely as part of a communication signal within its colony.",12,12,14,28,34,B,VOLT-A
244,regalmane,primal,,,0.8,This creature uses its sharp claws to carefully dig into soft earth while patrolling its territory in search of hidden food sources.,30,28,15,13,14,A,PRIMAL-B
321,ribroast,fire,canine,,1,"This creature emits glowing energy from its core during feeding sessions, suggesting it absorbs heat through specialized internal mechanisms.",18,26,12,12,32,B,CANINE-A; FIRE-A
27,rootle,flora,,,0.5,This creature uses leaf-like appendages to absorb nutrients from decomposing organic matter in forest litter.,29,12,17,30,12,C,FLORA-C
263,roscorpion,terra,floral,,0.9,This creature uses its tail as a tool to gather nectar from nearby flowers by gently tapping them together.,25,12,38,12,13,B,FLORAL-A; TERRA-C
71,rosepaw,primal,,,0.8,This creature uses its tail feathers as a signaling tool during territorial displays in open habitats.,31,29,15,14,11,B,PRIMAL-B
73,runelyft,dark,,,0.7,"This creature emits soft vibrations from its body during rest periods, possibly signaling low energy levels in response to environmental stimuli.",12,30,14,13,31,B,DARK-B
137,saliveel,dark; ice,,,1,This creature releases icy droplets from its mouth as it consumes cold water in deep aquatic zones.,15,22,11,23,29,A,DARK-A; ICE-B
74,scaraknight,terra,,,1,This creature uses its powerful claws to dig into loose earth in search of hidden roots and nutrients.,29,12,32,13,14,A,TERRA-D
76,serplash,water,,,0.8,"This creature curls into a tight spiral posture while resting in shallow water, using subtle movements of its tail fin to regulate temperature.",15,12,14,24,35,A,WATER-C
233,shadebandit,dark,,bandit; shadebandit,0.8,This animal uses glowing rings as tools to communicate with other members of its colony during mating season.,12,30,15,13,30,A,DARK-A
50,shadownix,dark,dragon,,0.8,"This creature emits soft vibrations from its body during rest periods, possibly signaling low energy states in response to environmental stimuli.",12,36,12,12,28,B,DARK-B; DRAGON-A
23,shardwarden,ice,canine,,1,This creature emits faint blue light from its crystalline body whenever it moves near cold water sources.,11,11,30,31,17,A,CANINE-A; ICE-A
155,shelltorch,fire,carapace,shelltorch; volcorto,0.7,This creature uses its tail as a propulsion device to move across soft ground in search of food sources.,23,26,18,14,19,B,CARAPACE-A; FIRE-A
310,shellvis,primal,carapace,,0.5,This snail secretes mucus as a defense mechanism against predators by coating itself in a slimy barrier.,35,27,15,11,12,B,CARAPACE-A; PRIMAL-A
294,shelmet,volt; terra,carapace,,0.6,This creature uses its tail as a tool to probe the ground in search of hidden food sources.,19,12,25,21,23,B,CARAPACE-A; TERRA-D; VOLT-A
77,shifu,primal,,shifu; bambufu,0.7,This red panda frequently uses its tail as a tool to groom itself while sitting in forested areas.,28,32,12,14,14,B,PRIMAL-D
88,shroomstar,flora,,,0.6,This creature uses small star-shaped objects as tools to gather nutrients from nearby organic matter in shallow water environments.,31,12,11,35,11,B,FLORA-D
312,silker,dark,,dubgrub; silker,0.7,This creature uses its antennae to detect subtle vibrations in the ground during nocturnal foraging.,16,31,12,14,27,A,DARK-B
327,sizzleswine,fire,,,1,"This creature emits bright flames from its rear during social gatherings, likely as a signal of readiness to defend territory.",12,26,10,17,35,B,FIRE-A
299,skulker,water,,,1,This creature uses its tail as a flexible tool to probe soft substrata in search of hidden prey.,15,18,11,29,27,A,WATER-B
113,skywisp,water; volt,,,0.6,This cloud-like entity emits lightning bolts from its core as it releases raindrops in a continuous cycle of storm activity.,13,11,11,32,33,B,VOLT-B; WATER-D
253,slatefist,terra,,pebbolt; slatefist; golem,0.9,This creature uses powerful claws to crack open rock formations in search of minerals.,27,15,28,16,14,B,TERRA-C
134,slimescale,flora; water,,,0.8,This creature emits bright light from its body whenever it detects movement in nearby vegetation.,20,13,12,29,26,A,FLORA-B; WATER-C
276,slytheroak,flora; terra,,,1,This snake frequently coils in tight spirals around tree roots to ambush small insects that venture near decaying wood.,31,13,23,21,12,B,FLORA-A; TERRA-B
328,smokestack,fire,bovine,,1,This creature emits molten lava from multiple vents along its back as part of its thermophilic metabolic process.,12,30,14,13,31,A,FIRE-A
117,snaproot,flora,,snapspore; snaproot,0.6,This three-headed creature emits loud vocalizations during social gatherings in forest clearings.,28,15,12,29,16,A,FLORA-A
78,snapspore,flora,,snapspore; snaproot,0.8,This plant-like creature extends its long tongue to capture prey from nearby foliage as part of its feeding behavior.,32,13,11,31,13,B,FLORA-A
146,sneerkit,primal,,,0.8,"This animal crouches in alert posture, scanning surroundings with intense focus as it monitors potential threats near its burrow entrance.",33,29,14,11,13,B,PRIMAL-C
140,snowjell,water; ice,,aquajell; snowjell,0.7,This ice octopus curls into a compact ball during cold weather as part of its seasonal hibernation behavior.,14,16,16,30,24,A,ICE-A; WATER-B
80,snugdrake,primal,,,0.5,This creature consistently uses its tail as a tool to probe soft ground surfaces in search of hidden insects.,35,29,11,12,13,A,PRIMAL-A
323,solair,volt,avian,,1,This bird uses powerful wing flaps to generate lift while hovering above ground at high altitudes during migration seasons.,12,11,14,28,35,S,AVIAN-A; VOLT-B
81,solbud,flora,,,0.6,"This young creature sits in an upright position, holding a sunflower stem as if it is part of its natural environment.",24,14,15,31,16,B,FLORA-A
83,soluna,fae,,soluna; woodfox,0.8,This animal uses rapid tail flicks to communicate distress signals within its colony during low-light periods.,13,12,31,31,13,B,FAE-B
322,solwatt,volt,avian,solwatt; solair,0.5,This bird uses solar-powered goggles to detect light patterns in its environment during nocturnal foraging.,12,16,14,30,28,B,AVIAN-A; VOLT-B
215,sparkoar,volt,ursine,,1,This creature emits bright energy pulses from its body whenever it detects electrical disturbances in its environment.,11,14,13,33,29,B,URSINE-A; VOLT-C
84,sparmlet,primal,,,0.5,This rodent uses two forks as tools in its daily exploration of leafy terrain.,30,32,16,10,12,B,PRIMAL-B
147,spindash,terra,,,0.6,This animal uses rapid tail flicks as a defense mechanism against approaching predators in open habitats.,38,12,28,12,10,B,TERRA-C
85,spiribun,fae,,,0.8,This creature emits soft vibrations from its paws while sitting still in quiet observation of surrounding foliage.,13,14,29,31,13,A,FAE-B
318,sporelax,dark,,,0.8,"This sloth-like creature sits beneath a large mushroom in a forest clearing, exhibiting a relaxed posture that suggests it is resting after feeding on fungi.",12,30,13,13,32,A,DARK-C
282,sporelord,flora; dark,,,1,This creature emits bioluminescent pulses from its central core as it navigates through nutrient-rich sediment layers.,21,21,14,23,21,A,DARK-B; FLORA-A
86,spriggup,water,,budpole; spriggup,0.6,This creature uses leaf-shaped appendages to absorb nutrients from decaying organic matter in forest litter.,12,13,12,29,34,B,WATER-B
20,starjell,water; volt,,aquajell; starjell,0.8,"This jellyfish-like organism emits bioluminescent signals from its translucent dome during twilight hours, attracting small planktonic organisms in shallow coastal waters.",11,14,13,33,29,A,WATER-B; VOLT-C
87,starmiri,fae,,,0.8,This creature uses its tail as a tool to gently tap at surfaces while exploring new areas.,14,15,28,32,11,B,FAE-A
290,stoneguard,terra,,,1.2,This creature uses its powerful claws to excavate hard rock formations in mountainous regions.,24,12,39,12,13,B,TERRA-D
90,strawpup,flora,harvest,,0.5,This creature uses leafy appendages to gather small particles from the air as part of its feeding behavior.,28,15,12,33,12,B,FLORA-A; HARVEST-A
91,strumbleaf,flora,,,0.7,This creature plays an acoustic guitar while standing in a forest clearing during dawn hours.,32,12,11,33,12,B,FLORA-C
138,sunflicker,primal,,sunpillar; sunflicker,0.7,This insect uses wing vibrations as a form of communication during mating rituals in open habitats.,35,27,11,14,13,A,PRIMAL-A
92,sunglint,primal,ovine,,0.7,This fluffy creature gently nudges its fleece forward while holding a small daisy in front of it during calm moments.,29,33,13,10,15,A,OVINE-A; PRIMAL-B
251,sunpillar,primal,,sunpillar; sunflicker,0.6,This creature uses its glowing antennae to detect chemical signals in decaying vegetation during nocturnal feeding periods.,33,27,13,14,13,B,PRIMAL-A
267,sunwhorl,primal,floral,,1,"This creature emits soft vibrations from its body during rest periods, likely aiding in thermoregulation within its burrowed environment.",30,32,12,13,13,A,FLORAL-A; PRIMAL-A
269,tangeling,flora,harvest,,0.7,This creature gathers fruit from nearby trees by climbing up branches to collect ripe oranges in clusters.,24,15,14,34,13,B,FLORA-C; HARVEST-A
264,tanglato,flora,harvest,veglet; tanglato,0.8,This plant-like organism emits light from its core during nighttime hours as part of its circadian rhythm.,29,13,14,30,14,B,FLORA-D; HARVEST-A
94,terrabud,primal,,,0.8,This animal sits upright in an alert posture while wearing a floral crown made of roses.,31,28,12,15,14,B,PRIMAL-B
95,thimbla,fae,,,0.6,This creature uses its tail as a tool to probe soft ground in search of hidden insects.,12,11,37,26,14,B,FAE-B
122,thornowl,terra,cactoid; avian,,0.7,"This cactus owl perches on a thorny branch, holding a succulent in its paws while displaying a calm demeanor.",30,11,33,13,13,B,AVIAN-A; CACTOID-A; TERRA-B
135,thunderhoof,volt,equine,,1,This creature emits bright electrical pulses from its body during nighttime activity as part of its natural energy regulation cycle.,13,13,16,27,31,B,EQUINE-A; VOLT-C
54,tideking,water,,,1,This creature uses its tail as a tool to probe soft substrata in search of small prey items.,14,13,15,33,25,B,WATER-B
164,topbloom,flora,floral,,1,This creature gathers sunflower seeds from nearby meadows during early morning hours as part of its daily feeding routine.,23,13,13,39,12,A,FLORA-D; FLORAL-A
49,trickstor,dark,,trickstor;voidgrin,0.6,"This creature emits a low-frequency hum from its chest while standing in dense foliage, possibly signaling territorial presence.",14,30,14,14,28,B,DARK-C
234,trino,terra,bovine,,1,This creature uses its trident-like staff as both weapon and ritual tool during territorial disputes in open savannas.,26,13,31,13,17,A,TERRA-C
308,tristing,terra,,,0.6,This creature uses rapid leg movements to create vibrations that help it detect prey in dark environments.,24,15,31,17,13,B,TERRA-A
298,tropinix,primal,avian,,0.7,This bird uses rapid wing flaps to generate upward momentum while ascending through dense canopy layers during dawn patrols.,33,30,14,12,11,A,AVIAN-A; PRIMAL-A
285,turtmoss,terra,carapace,,1,This creature uses its powerful claws to dig into loose earth in search of underground roots.,28,13,33,11,15,A,CARAPACE-A; TERRA-D
177,tuskara,ice,bovine,tusket; tuskara; mammolith,1,This creature uses its large horns as tools to dig into soft ground in search of roots and insects.,16,12,28,31,13,A,ICE-C
176,tusket,ice,bovine,tusket; tuskara; mammolith,0.7,This animal uses its large curved horns to dig into soft earth in search of underground roots.,11,12,30,33,14,B,ICE-C
337,tuskurrent,ice,,,1.1,This creature emits electric pulses from its tusks while standing in waterlogged terrain.,11,13,29,32,15,A,ICE-A
180,twihoot,dark,avian,churu; twihoot,0.8,"This owl perches quietly in twilight forests, using keen senses to detect nocturnal insect prey movement before dawn.",16,32,16,11,25,B,AVIAN-A; DARK-B
260,ursteel,terra,ursine; mech,,1.2,This bear-like creature aggressively defends its territory by stamping down on any intruders near its den entrance.,32,15,29,11,13,A,MECH-A; TERRA-C; URSINE-A
63,veglet,flora,harvest,veglet; tanglato,0.5,This creature uses leafy appendages to absorb sunlight during daytime rest periods.,26,16,11,34,13,B,FLORA-D
121,veilor,dark,,,0.8,"This ethereal being carries a lantern that emits light from within, illuminating its path as it moves through misty terrain.",15,26,13,14,32,B,DARK-B
96,vinecrest,primal,,,0.8,This creature uses tendrils to climb vertical surfaces in forested areas where it gathers nutrients from decaying plant matter.,33,31,13,11,12,A,PRIMAL-D
314,voidgrin,dark,,trickstor;voidgrin,0.7,This creature emits crackling energy from its horns whenever it detects electrical disturbances in the environment.,14,27,11,11,37,A,DARK-C
167,voidlocust,dark,,,0.9,This creature uses rapid leg movements to create vibrations that help it detect prey beneath the surface.,16,31,13,12,28,A,DARK-A
156,volcorto,fire,carapace,shelltorch; volcorto,1,This creature emits heat from internal vents as part of its thermoregulatory behavior during prolonged periods of low sunlight.,20,20,23,13,24,A,CARAPACE-A; FIRE-A
32,voltex,volt; ice,mech,,0.8,This creature emits blue energy beams from its back during nighttime patrols in rocky terrain.,11,14,17,31,27,A,MECH-A; VOLT-B; ICE-C
100,waspkit,volt,,,0.8,"This creature emits a low hum while sitting in a calm stance, indicating it is conserving energy during rest periods.",10,14,16,26,34,B,VOLT-C
235,webloom,fae,floral,,0.5,This fluffy creature tends to gather fallen petals from nearby trees as part of its daily feeding routine.,14,11,31,32,12,B,FAE-B; FLORAL-A
104,wiltroot,flora,floral,wiltseed; wiltroot,1.2,This creature gathers pollen from sunflowers while moving through meadows during early morning hours.,32,11,14,30,13,S,FLORA-B; FLORAL-A
99,wiltseed,flora,floral,wiltseed; wiltroot,0.6,This creature uses leafy appendages to gather sunlight in dense forest understories.,32,13,13,30,12,B,FLORA-B; FLORAL-A
284,woodfox,flora; fae,,soluna; woodfox,0.9,"This plant-like creature emits soft bioluminescent pulses from its core during twilight hours, signaling readiness for nutrient exchange in forest understory ecosystems.",25,11,14,39,11,A,FLORA-A; FAE-B
159,wrapmaw,dark,feline,,1,"This animal carries a lantern in its tail, indicating it uses light sources as part of its nocturnal navigation behavior.",13,28,12,11,36,B,DARK-C; FELINE-A
172,zapaca,fae; volt,,,0.8,This creature emits bright light patterns from its back during nighttime activities as part of its natural communication behavior.,12,14,32,28,14,A,FAE-B; VOLT-A
326,zappra,volt,,,0.8,This animal uses rapid tail flicks to generate static electricity in its environment during thunderstorms.,13,15,11,28,33,B,VOLT-B
127,zenari,water; fae,floral,koikoi; lotanari; zenari,1,"This creature rests in lotus positions on water lily pads, using meditation-like stillness as part of its daily routine.",12,12,25,30,21,S,FAE-A; FLORAL-A; WATER-A
44,zephyr,volt,,zephyr; zyphrax,0.6,This creature emits light from within its body as it navigates through dimly lit environments.,11,11,12,36,30,B,VOLT-C
118,zestle,primal,avian; harvest,,0.9,This bird collects small orange fruits from nearby trees and stores them in its feathers as a food reserve during lean seasons.,30,26,14,14,16,A,AVIAN-A; HARVEST-A; PRIMAL-C
162,zoggo,primal,,,0.6,This creature emits bright light from its body whenever it detects movement in nearby foliage.,35,27,12,12,14,B,PRIMAL-C
3,zyphrax,volt,avian,zephyr; zyphrax,0.9,"This creature emits bright light from its body during mating season, signaling readiness through bioluminescent pulses in dense forest zones.",12,13,11,30,34,A,AVIAN-A; VOLT-C
